id_inventaris,jenis_inventaris,Nama,no_registrasi,tahun_perolehan,nilai_aset,luas,status,alamat,kelurahan_id,kecamatan_id,kondisi,jenis_bangunan,jenis_konstruksi,skpd_id,master_barang_id,kode_gedung
1587E,C,Gedung SDN Bendo 1,31,2007,53291100,381.64,Pemda,"Jl. Ciliwung No.142, Bendo, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66116",8,2,B,TTK,BTN,1000,1051,E
1775I,C,SPILUT SDN BENDO 1,2,2013,1000000,115.29,Pemda,"Jl. Ciliwung No.142, Bendo, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66116",8,2,B,TTK,BTN,1000,1006,I
1587B,C,Pembangunan UKS,31,2007,7200000,30.87,Pemda,"Jl. Ciliwung No.142, Bendo, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66116",8,2,B,TTK,BTN,1000,1051,B
1509F,C,PARKIR SDN BENDO 1,1,2009,15000000,67.2,Pemda,"Jl. Ciliwung No.142, Bendo, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66116",8,2,B,TTK,BTN,1000,1003,F
1587C,C,Kontruksi Gedung MCK,31,2007,6000000,37.4,Pemda,"Jl. Ciliwung No.142, Bendo, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66116",8,2,B,TTK,BTN,1000,1051,C
1546A,C,"GEDUNG SEKOLAH RKB	 SDN BENDO 1",21,1990,1459080000,309.54,Pemda,"Jl. Ciliwung No.142, Bendo, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66116",8,2,B,TTK,BTN,1000,1004,A
1587D,C,DAK Gd Sekolah,31,2007,7200000,162,Pemda,"Jl. Ciliwung No.142, Bendo, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66116",8,2,B,TTK,BTN,1000,1051,D
1646G,C,PAVING SDN BENDO 1,4,2011,38736000,617.05,Pemda,"Jl. Ciliwung No.142, Bendo, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66116",8,2,B,TTK,BTN,1000,1001,G
2395J,C,"Termin (1,2,3) Pembangunan Jamban 1 Paket SDN Bendo 1 (DAK)",8,2018,97953408,29.4,Pemda,"Jl. Ciliwung No.142, Bendo, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66116",8,2,B,TTK,BTN,1000,1002,J
1546K,C,Gedung Sekolah,21,1990,59602000,211.11,Pemda,"Jl. Ciliwung No.142, Bendo, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66116",8,2,B,TTK,BTN,1000,1004,K
1512H,C,TUGU SDN BENDO 1,3,2009,20350500,28.85,Pemda,"Jl. Ciliwung No.142, Bendo, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66116",8,2,B,TTK,BTN,1000,1003,H
2699F,C,JAMBAN PUTRI SDN BENDOGERIT 1 (DIKDAS),28,2019,55372125.72,24,Pemda,"Jl. Hasanudin Blitar No.1, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133",15,1,B,TTK,BTN,1001,1002,F
1288A,C,Bangunan Pendidikan,1,1990,141000000,150.3,Pemda,"Jl. Hasanudin Blitar No.1, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133",15,1,B,TTK,BTN,1001,1004,A
1288D,C,Gedung RKB SDN Bendogerit 1,1,1990,317000000,444.4,Pemda,"Jl. Hasanudin Blitar No.1, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133",15,1,B,TTK,BTN,1001,1004,D
1288B,C,Bangunan Gedung Sekolah,1,1990,261500000,887.36,Pemda,"Jl. Hasanudin Blitar No.1, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133",15,1,B,BTK,BTN,1001,1004,B
1565K,C,SDN BENDOGERIT 1,9,2007,29265306,35.4,Pemda,"Jl. Hasanudin Blitar No.1, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133",15,1,B,TTK,BTN,1001,1051,K
2398E,C,"Termin (1,2,3) Pembangunan Jamban SDN Bendogerit 1 (DAK)",11,2018,97953408,28,Pemda,"Jl. Hasanudin Blitar No.1, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133",15,1,B,TTK,BTN,1001,1002,E
1565I,C,Pembangunan UKS,9,2007,7200000,197.6,Pemda,"Jl. Hasanudin Blitar No.1, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133",15,1,B,TTK,BTN,1001,1051,I
1288C,C,Bangunan Gedung Sekolah,1,1990,313800000,618,Pemda,"Jl. Hasanudin Blitar No.1, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133",15,1,B,TTK,BTN,1001,1004,C
1813H,C,Gedung Penjaga Sekolah SDN Bendogerit 1,1,2013,131545410,52.5,Pemda,"Jl. Hasanudin Blitar No.1, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133",15,1,B,TTK,BBTN,1001,1006,H
1565J,C,Kontruksi Gedung MCK,9,2007,6000000,19.5,Pemda,"Jl. Hasanudin Blitar No.1, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133",15,1,B,TTK,BTN,1001,1051,J
1734G,C,Pagar dan Halaman SDN Bendogerit 1,22,2012,131900000,0,Pemda,"Jl. Hasanudin Blitar No.1, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133",15,1,B,TTK,BTN,1001,1001,G
1566G,C,Kontruksi Gedung MCK,10,2007,6000000,23,Pemda,"Jl. Pamenang No.49, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133",15,1,B,TTK,BBTN,1002,1051,G
1297A,C,Gedung RKB SDN Bendogerit 2,4,1990,150000000,372.22,Pemda,"Jl. Pamenang No.49, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133",15,1,B,TTK,BTN,1002,1004,A
1663E,C,Taman dan Parkir SDN Bendogerit 2,14,2011,1255000,31,Pemda,"Jl. Pamenang No.49, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133",15,1,B,TTK,BTN,1002,1001,E
1297B,C,Bangunan Pendidikan,4,1990,144000000,184,Pemda,"Jl. Pamenang No.49, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133",15,1,B,TTK,BTN,1002,1004,B
1297C,C,Bangunan Pendidikan,4,1990,168000000,126,Pemda,"Jl. Pamenang No.49, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133",15,1,B,TTK,BTN,1002,1004,C
1297D,C,Bangunan Pendidikan,4,1990,126000000,105.6,Pemda,"Jl. Pamenang No.49, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133",15,1,B,TTK,BTN,1002,1004,D
1726K,C,pembangunan pagar SDN Bendogerit 2,20,2012,1255000,0,Pemda,"Jl. Pamenang No.49, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133",15,1,B,TTK,BTN,1002,1001,K
2725H,C,KANTIN SDN BENDOGERIT 2 (DIKDAS),120,2019,1255000,55.2,Pemda,"Jl. Pamenang No.49, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133",15,1,B,TTK,BTN,1002,1061,H
1566I,C,SDN BENDOGERIT 2,10,2007,29265306,1.98,Pemda,"Jl. Pamenang No.49, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133",15,1,B,TTK,BTN,1002,1051,I
1726F,C,Pagar dan halaman SDN Bendogerit 2,20,2012,1255000,16.5,Pemda,"Jl. Pamenang No.49, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133",15,1,B,TTK,BBTN,1002,1001,F
1496B,C,Gedung RKB SDN Gedog 1,6,1990,702908500,237.54,Pemda,"Jl. S. Supriadi No.157, Gedog, Kec. Sananwetan, Kota Blitar",16,1,B,TTK,BTN,1003,1004,B
1496A,C,Gedung Sekolah,6,1990,223800000,210.9,Pemda,"Jl. S. Supriadi No.157, Gedog, Kec. Sananwetan, Kota Blitar",16,1,B,TTK,BTN,1003,1004,A
1666C,C,Pagar SDN Gedog 1,17,2011,1161250,36.2,Pemda,"Jl. S. Supriadi No.157, Gedog, Kec. Sananwetan, Kota Blitar",16,1,B,TTK,BTN,1003,1001,C
2441D,C,Termin 1 (100%) Rehab SDN Gedog 1 (mushola) ( DIKDAS ),69,2018,53439500,100.64,Pemda,"Jl. S. Supriadi No.157, Gedog, Kec. Sananwetan, Kota Blitar",16,1,B,TTK,BBTN,1003,1061,D
1567F,C,"Termin II rehabilitasi SDN Gedog 1
(DAK SD 2013)",11,2007,26999000,37.17,Pemda,"Jl. S. Supriadi No.157, Gedog, Kec. Sananwetan, Kota Blitar",16,1,B,TTK,BTN,1003,1051,F
1567E,C,Kontruksi Gedung MCK,11,2007,6000000,4,Pemda,"Jl. S. Supriadi No.157, Gedog, Kec. Sananwetan, Kota Blitar",16,1,B,TTK,BTN,1003,1051,E
1294A,C,R. Kelas II,2,1990,33600000,415.32,Pemda,"Jl Irogati No.11, Gedog, Kec Sananwetan, Kota Blitar, Jawa Timur",16,1,B,TTK,BBTN,1004,1004,A
1294B,C,Gedung RKB SDN Gedog 2,2,1990,33600000,88.79,Pemda,"Jl Irogati No.11, Gedog, Kec Sananwetan, Kota Blitar, Jawa Timur",16,1,B,TTK,BTN,1004,1004,B
2461C,C,Bangunan jamban SDN Gedog 2 (DAK),14,2018,97953408,29.11,Pemda,"Jl Irogati No.11, Gedog, Kec Sananwetan, Kota Blitar, Jawa Timur",16,1,B,TTK,BTN,1004,1002,C
1568D,C,SDN GEDOG 2,12,2007,29265306,177.75,Pemda,"Jl Irogati No.11, Gedog, Kec Sananwetan, Kota Blitar, Jawa Timur",16,1,B,TTK,BTN,1004,1051,D
1568E,C,pembangunan jamban SDN Gedog 2 (DAK SD 2016),12,2007,47000000,14.4,Pemda,"Jl Irogati No.11, Gedog, Kec Sananwetan, Kota Blitar, Jawa Timur",16,1,B,TTK,BTN,1004,1051,E
1568F,C,Kontruksi Gedung MCK,12,2007,6000000,10,Pemda,"Jl Irogati No.11, Gedog, Kec Sananwetan, Kota Blitar, Jawa Timur",16,1,B,TTK,BTN,1004,1051,F
1658G,C,Paving SDN Gedog 2,10,2011,4850550,724,Pemda,"Jl Irogati No.11, Gedog, Kec Sananwetan, Kota Blitar, Jawa Timur",16,1,B,TTK,BTN,1004,1001,G
1725H,C,Pagar SDN Gedog  2,19,2012,38894500,62.8,Pemda,"Jl Irogati No.11, Gedog, Kec Sananwetan, Kota Blitar, Jawa Timur",16,1,B,TTK,BBTN,1004,1001,H
1725I,C,Musholla SDN Gedog 2,19,2019,0,0,Pemda,"Jl Irogati No.11, Gedog, Kec Sananwetan, Kota Blitar, Jawa Timur",16,1,B,TTK,BBTN,1004,14218,I
1569A,C,DAK Gd Sekolah,13,2007,7200000,241.57,Pemda,"Jl. Letda Markawi No.32, Gedog, Kec. Sananwetan, Kota Blitar, Jawa Timur 66132",16,1,B,TTK,BBTN,1005,1051,A
1569B,C,Kontruksi Gedung MCK,13,2007,6000000,39.2,Pemda,"Jl. Letda Markawi No.32, Gedog, Kec. Sananwetan, Kota Blitar, Jawa Timur 66132",16,1,B,TTK,BTN,1005,1051,B
2707C,C,PARKIR DAN PAVING SDN GEDOG 3,103,2019,77359621.43,27.5,Pemda,"Jl. Letda Markawi No.32, Gedog, Kec. Sananwetan, Kota Blitar, Jawa Timur 66132",16,1,B,TTK,BTN,1005,1061,C
2707D,C,PAGAR,103,2019,0,0,Pemda,"Jl. Letda Markawi No.32, Gedog, Kec. Sananwetan, Kota Blitar, Jawa Timur 66132",16,1,B,TTK,BTN,1005,1004,D
1569E,C,SDN GEDOG 3,13,2007,29265306,72.25,Pemda,"Jl. Letda Markawi No.32, Gedog, Kec. Sananwetan, Kota Blitar, Jawa Timur 66132",16,1,B,TTK,BBTN,1005,1051,E
2428F,C,Termin 1 (100%) rehab sedang/berat SDN Gedog 3 (rumah penjaga) ( DIKDAS ),58,2018,53439500,47.25,Pemda,"Jl. Letda Markawi No.32, Gedog, Kec. Sananwetan, Kota Blitar, Jawa Timur 66132",16,1,B,TTK,BTN,1005,1061,F
1531A,C,Perumahan Kepala Sekolah,1,1990,14000000,139.31,Pemda,"Jl. Cipemali No. 29, Ngadirejo, Kec. Kepanjenkidul, Kota Blitar",12,2,B,TTK,BTN,1006,1010,A
2485H,C,"Perencanaan pengawasan ,Pembangunan pagar SDN Ngadirejo 1",14,2019,73290899,92.5,Pemda,"Jl. Cipemali No. 29, Ngadirejo, Kec. Kepanjenkidul, Kota Blitar",12,2,B,TTK,BBTN,1006,1003,H
1532B,C,GEDUNG SEKOLAH RKB SDN NGADIREJO 1,11,1990,92680000,515.16,Pemda,"Jl. Cipemali No. 29, Ngadirejo, Kec. Kepanjenkidul, Kota Blitar",12,2,B,TTK,BTN,1006,1004,B
1531C,C,GEDUNG KANTOR / GURU SDN NGADIREJO 1,1,1990,21000000,306.36,Pemda,"Jl. Cipemali No. 29, Ngadirejo, Kec. Kepanjenkidul, Kota Blitar",12,2,B,TTK,BTN,1006,1010,C
1531E,C,"Perencanaan, pengawasan, Rehab MCK dan Tempat Wudhu SDN Ngadirejo 1",1,1990,21501750,14.84,Pemda,"Jl. Cipemali No. 29, Ngadirejo, Kec. Kepanjenkidul, Kota Blitar",12,2,B,TTK,BTN,1006,1010,E
1532D,C,Gedung Sekolah,11,1990,112000000,120.99,Pemda,"Jl. Cipemali No. 29, Ngadirejo, Kec. Kepanjenkidul, Kota Blitar",12,2,B,TTK,BTN,1006,1004,D
2722G,C,PAVING SDN NGADIREJO 1 (DIKDAS),117,2019,52727608.61,383.74,Pemda,"Jl. Cipemali No. 29, Ngadirejo, Kec. Kepanjenkidul, Kota Blitar",12,2,B,TTK,BTN,1006,1061,G
1312A,C,GEDUNG SEKOLAH RKB,1,1990,1857000000,480,Bukan Pemda,"Jl. Ahmad Yani No.8, Kepanjenkidul, Kec. Kepanjenkidul, Kota Blitar",10,2,B,BTK,BBTN,865,1004,A
1313C,C,PERPUSTAKAAN,2,1990,75000000,470,-,"Jl. Ahmad Yani No.8, Kepanjenkidul, Kec. Kepanjenkidul, Kota Blitar",10,2,B,BTK,BTN,865,1004,C
1315B,C,GEDUNG TU,4,1990,3400000,211.2,-,"Jl. Ahmad Yani No.8, Kepanjenkidul, Kec. Kepanjenkidul, Kota Blitar",10,2,B,BTK,BTN,865,1004,B
1315I,C,Perbaikan R. BP,4,1990,7000000,41,-,"Jl. Ahmad Yani No.8, Kepanjenkidul, Kec. Kepanjenkidul, Kota Blitar",10,2,B,TTK,BTN,865,1004,I
1314D,C,MUSHOLA,3,1990,10000000,45.5,-,"Jl. Ahmad Yani No.8, Kepanjenkidul, Kec. Kepanjenkidul, Kota Blitar",10,2,B,TTK,BTN,865,1004,D
1312H,C,Gedung Sekolah,1,1990,176447137,385.32,-,"Jl. Ahmad Yani No.8, Kepanjenkidul, Kec. Kepanjenkidul, Kota Blitar",10,2,B,BTK,BTN,865,1004,H
1316E,C,GEDUNG RUANG SENI,5,1990,22750000,838.89,-,"Jl. Ahmad Yani No.8, Kepanjenkidul, Kec. Kepanjenkidul, Kota Blitar",10,2,B,BTK,BTN,865,1004,E
1311J,C,Konstruksi Gedung,6,2006,62506870,440,-,"Jl. Ahmad Yani No.8, Kepanjenkidul, Kec. Kepanjenkidul, Kota Blitar",10,2,B,BTK,BTN,865,1004,J
2495G,C,"Ruang Perpustakaan dan Ruang Serbaguna (Aula) Bantah Renovasi Gedung Tahun 2018 (APBN)
Jl. A.Yani No. 8.Kepanjenkidul Kota Blitar
Bangunan  Rp. 297.343,854
Perencanan . Rp. 6.014.200 dan manajemen
Pengawasan.  Rp. 4.714.200",1,2019,327740888,584.25,-,"Jl. Ahmad Yani No.8, Kepanjenkidul, Kec. Kepanjenkidul, Kota Blitar",10,2,B,BTK,BBTN,865,1061,G
1311K,C,Pembangunan Gedung,6,2006,21000000,448.5,-,"Jl. Ahmad Yani No.8, Kepanjenkidul, Kec. Kepanjenkidul, Kota Blitar",10,2,B,BTK,BTN,865,1004,K
1311L,C,Kontruksi Gedung MCK,6,2006,10800000,11.55,-,"Jl. Ahmad Yani No.8, Kepanjenkidul, Kec. Kepanjenkidul, Kota Blitar",10,2,B,TTK,BBTN,865,1004,L
1430F,C,PAGAR SEKOLAH,6,2009,111625000,63.25,-,"Jl. Ahmad Yani No.8, Kepanjenkidul, Kec. Kepanjenkidul, Kota Blitar",10,2,B,TTK,BTN,865,1004,F
2092C,C,PINTU DAN PAGAR SMPN 6,1,2016,14268000,28.45,Pemda,"Jl. S. Supriadi No.34, Bendogerit, Kec. Sananwetan, Kota Blitar",15,1,B,TTK,BBTN,1008,1001,C
1277B,C,Pembangunan Perpustakaan,2,2009,56700000,123.9,Pemda,"Jl. S. Supriadi No.34, Bendogerit, Kec. Sananwetan, Kota Blitar",15,1,B,TTK,BBTN,1008,1061,B
2093D,C,TEMPAT PARKIR SMN 6,2,2016,15600000,48.75,Pemda,"Jl. S. Supriadi No.34, Bendogerit, Kec. Sananwetan, Kota Blitar",15,1,B,TTK,BBTN,1008,1001,D
2094E,C,GREEN HOUSE SMPN 6,3,2016,6000000,58.5,Pemda,"Jl. S. Supriadi No.34, Bendogerit, Kec. Sananwetan, Kota Blitar",15,1,B,TTK,BBTN,1008,1001,E
1305A,C,BANGUNAN GEDUNG RKB SMPN 6,1,1990,2898342122,1692.91,Pemda,"Jl. S. Supriadi No.34, Bendogerit, Kec. Sananwetan, Kota Blitar",15,1,B,TTK,BTN,1008,1004,A
2400F,C,Pasang Paving,4,2018,61800000,601.75,Pemda,"Jl. S. Supriadi No.34, Bendogerit, Kec. Sananwetan, Kota Blitar",15,1,B,TTK,BBTN,1008,1001,F
2203G,C,Bangunan MCK dan Tempat Wudlu 1 Paket,2,2017,20225000,379.9,Pemda,"Jl. S. Supriadi No.34, Bendogerit, Kec. Sananwetan, Kota Blitar",15,1,B,TTK,BBTN,1008,1002,G
1277H,C,Kontruksi Gedung MCK,2,2009,10800000,100.32,Pemda,"Jl. S. Supriadi No.34, Bendogerit, Kec. Sananwetan, Kota Blitar",15,1,B,TTK,BBTN,1008,1061,H
1305I,C,Bangunan Gedung,1,2009,214190000,134.75,Pemda,"Jl. S. Supriadi No.34, Bendogerit, Kec. Sananwetan, Kota Blitar",15,1,B,TTK,BBTN,1008,1004,I
1277J,C,Pembangunan Gedung,2,2009,63000000,262.69,Pemda,"Jl. S. Supriadi No.34, Bendogerit, Kec. Sananwetan, Kota Blitar",15,1,B,BTK,BBTN,1008,1061,J
1216P,C,Bangunan sekolah,2,2009,73366050,102.85,Pemda,"Jl. Kenari No.28, Plosokerep, Kec. Sananwetan, Kota Blitar, Jawa Timur 66134",19,1,B,-,BTN,872,1004,P
1279O,C,Pembangunan Gedung,4,2009,42000000,449.79,Pemda,"Jl. Kenari No.28, Plosokerep, Kec. Sananwetan, Kota Blitar, Jawa Timur 66134",19,1,B,TTK,BTN,872,1061,O
1215A,C,GEDUNG TU DAN KANTOR,1,1990,39200000,304,Pemda,"Jl. Kenari No.28, Plosokerep, Kec. Sananwetan, Kota Blitar, Jawa Timur 66134",19,1,B,TTK,BTN,872,1004,A
1216B,C,Gedung RKB Sebelah Selatan,2,1990,70400000,135,Pemda,"Jl. Kenari No.28, Plosokerep, Kec. Sananwetan, Kota Blitar, Jawa Timur 66134",19,1,B,TTK,BTN,872,1004,B
1216C,C,Bangunan Sekolah,2,1990,70400000,449.82,Pemda,"Jl. Kenari No.28, Plosokerep, Kec. Sananwetan, Kota Blitar, Jawa Timur 66134",19,1,B,TTK,BTN,872,1004,C
1216D,C,Bangunan Sekolah,2,1990,70400000,313.76,Pemda,"Jl. Kenari No.28, Plosokerep, Kec. Sananwetan, Kota Blitar, Jawa Timur 66134",19,1,B,TTK,BTN,872,1004,D
1216E,C,Bangunan Sekolah,2,1990,70400000,135.42,Pemda,"Jl. Kenari No.28, Plosokerep, Kec. Sananwetan, Kota Blitar, Jawa Timur 66134",19,1,B,TTK,BTN,872,1004,E
1216F,C,Bangunan Sekolah,2,1990,70400000,134.68,Pemda,"Jl. Kenari No.28, Plosokerep, Kec. Sananwetan, Kota Blitar, Jawa Timur 66134",19,1,B,TTK,BTN,872,1004,F
1216G,C,Bangunan Sekolah,2,1990,70400000,196.1,Pemda,"Jl. Kenari No.28, Plosokerep, Kec. Sananwetan, Kota Blitar, Jawa Timur 66134",19,1,B,TTK,BTN,872,1004,G
1216H,C,Bangunan Sekolah,2,1990,70400000,334.4,Pemda,"Jl. Kenari No.28, Plosokerep, Kec. Sananwetan, Kota Blitar, Jawa Timur 66134",19,1,B,TTK,BTN,872,1004,H
1218I,C,MUSHOLA,1,1990,70400000,131.75,Pemda,"Jl. Kenari No.28, Plosokerep, Kec. Sananwetan, Kota Blitar, Jawa Timur 66134",19,1,B,TTK,BTN,872,1014,I
1219J,C,Laboratorium Fisika,1,1990,193450000,496,Pemda,"Jl. Kenari No.28, Plosokerep, Kec. Sananwetan, Kota Blitar, Jawa Timur 66134",19,1,B,BTK,BTN,872,1006,J
1219K,C,Laboratorium,1,1990,70400000,126.16,Pemda,"Jl. Kenari No.28, Plosokerep, Kec. Sananwetan, Kota Blitar, Jawa Timur 66134",19,1,B,TTK,BTN,872,1006,K
1846L,C,MCK sebelah barat,1,2014,35800000,2.25,Pemda,"Jl. Kenari No.28, Plosokerep, Kec. Sananwetan, Kota Blitar, Jawa Timur 66134",19,1,B,TTK,BTN,872,1002,L
2360M,C,Name Board Sekolah Rangka Gapura Pipa Stainless 3 Dim,1,2018,24910000,0,Pemda,"Jl. Kenari No.28, Plosokerep, Kec. Sananwetan, Kota Blitar, Jawa Timur 66135",19,1,B,TTK,BTN,872,1002,M
2517N,C,Bangunan Konstruksi Depo Sampah,3,2019,29760000,30.4,Pemda,"Jl. Kenari No.28, Plosokerep, Kec. Sananwetan, Kota Blitar, Jawa Timur 66134",19,1,B,TTK,BTN,872,1001,N
1317A,C,PERPUSTAKAAN,1,1990,33600000,350.96,Pemda,"Jl. Melati No. 112, Kepanjenkidul, Kec. KepanjenKidul, Kota Blitar, Jawa Timur",10,2,B,BTK,BTN,866,1051,A
1318B,C,Bangunan Sekolah,1,1990,25600000,400.4,Pemda,"Jl. Melati No. 112, Kepanjenkidul, Kec. KepanjenKidul, Kota Blitar, Jawa Timur",10,2,B,TTK,BTN,866,1004,B
1318C,C,Gedung Sekolah,1,1990,6226846,411.04,Pemda,"Jl. Melati No. 112, Kepanjenkidul, Kec. KepanjenKidul, Kota Blitar, Jawa Timur",10,2,B,TTK,BTN,866,1004,C
1319D,C,JALAN HALAMAN,1,1990,4500000,28.98,Pemda,"Jl. Melati No. 112, Kepanjenkidul, Kec. KepanjenKidul, Kota Blitar, Jawa Timur",10,2,B,TTK,BTN,866,1001,D
1321E,C,Mushola,2,1990,125000000,207.58,Pemda,"Jl. Melati No. 112, Kepanjenkidul, Kec. KepanjenKidul, Kota Blitar, Jawa Timur",10,2,B,TTK,BBTN,866,1001,E
1321F,C,LABORATORIUM,2,1990,39600000,946.68,Pemda,"Jl. Melati No. 112, Kepanjenkidul, Kec. KepanjenKidul, Kota Blitar, Jawa Timur",10,2,B,BTK,BTN,866,1001,F
1551G,C,LAPANGAN,1,1990,531200000,554.4,Pemda,"Jl. Melati No. 112, Kepanjenkidul, Kec. KepanjenKidul, Kota Blitar, Jawa Timur",10,2,B,TTK,BTN,866,1018,G
2388H,C,taman   kolam,3,2018,19750000,17.05,Pemda,"Jl. Melati No. 112, Kepanjenkidul, Kec. KepanjenKidul, Kota Blitar, Jawa Timur",10,2,B,TTK,BBTN,866,1001,H
1307I,C,Gedung RKB SMPN 2 Sebelah Utara,4,2006,3815309000,1077.3,Pemda,"Jl. Melati No. 112, Kepanjenkidul, Kec. KepanjenKidul, Kota Blitar, Jawa Timur",10,2,B,BTK,BBTN,866,1004,I
1307J,C,Pembangunan Gedung,4,2006,21000000,333.84,Pemda,"Jl. Melati No. 112, Kepanjenkidul, Kec. KepanjenKidul, Kota Blitar, Jawa Timur",10,2,B,BTK,BTN,866,1004,J
1867K,C,rehap gedung kantor aula,1,2016,162133000,249.28,Pemda,"Jl. Melati No. 112, Kepanjenkidul, Kec. KepanjenKidul, Kota Blitar, Jawa Timur",10,2,B,BTK,BTN,866,1088,K
1817H,C,PAGAR HALAMAN,1,2013,25120500,36.9,Pemda,"Jl. Widas No.29, Pakunden, Kec. Sukorejo, Kota Blitar, Jawa Timur 66122",3,3,B,TTK,BBTN,873,1003,H
1220A,C,GEDUNG SEKOLAH RKB,1,1990,1421600000,1214.99,Pemda,"Jl. Widas No.29, Pakunden, Kec. Sukorejo, Kota Blitar, Jawa Timur 66122",3,3,B,TTK,BBTN,873,1004,A
1220B,C,Gedung Sekolah Lainnya,1,1990,16000000,325.5,Pemda,"Jl. Widas No.29, Pakunden, Kec. Sukorejo, Kota Blitar, Jawa Timur 66122",3,3,B,TTK,BTN,873,1004,B
1308C,C,"Gedung RKB Kls 8,9 SMPN 9",5,2006,298500000,829.42,Pemda,"Jl. Widas No.29, Pakunden, Kec. Sukorejo, Kota Blitar, Jawa Timur 66122",3,3,B,TTK,BTN,873,1004,C
1308D,C,Pembangunan Gedung,5,2006,42000000,202.95,Pemda,"Jl. Widas No.29, Pakunden, Kec. Sukorejo, Kota Blitar, Jawa Timur 66122",3,3,B,TTK,BTN,873,1004,D
1220E,C,Gedung Sekolah,1,2011,49500000,582,Pemda,"Jl. Widas No.29, Pakunden, Kec. Sukorejo, Kota Blitar, Jawa Timur 66122",3,3,B,TTK,BTN,873,1004,E
1614F,C,TAMAN,2,2010,18350000,129,Pemda,"Jl. Widas No.29, Pakunden, Kec. Sukorejo, Kota Blitar, Jawa Timur 66122",3,3,B,TTK,BTN,873,1006,F
1713G,C,TEMPAT PARKIR,1,2012,97537000,113.4,Pemda,"Jl. Widas No.29, Pakunden, Kec. Sukorejo, Kota Blitar, Jawa Timur 66122",3,3,B,TTK,BBTN,873,8627,G
1308I,C,tahap III pembangunan jamban SMPN 9 DAK 2015,5,2006,70685300,25.2,Pemda,"Jl. Widas No.29, Pakunden, Kec. Sukorejo, Kota Blitar, Jawa Timur 66122",3,3,B,TTK,BBTN,873,1004,I
1308J,C,RKB/Rehab (SMPN 9),5,2006,237282000,207.54,Pemda,"Jl. Widas No.29, Pakunden, Kec. Sukorejo, Kota Blitar, Jawa Timur 66122",3,3,B,TTK,BTN,873,1004,J
1613K,C,LABORATORIUM,1,2010,49267000,168.55,Pemda,"Jl. Widas No.29, Pakunden, Kec. Sukorejo, Kota Blitar, Jawa Timur 66122",3,3,B,TTK,BTN,873,1006,K
1194D,C,GEDUNG PENJAGA,1,1990,19388000,110.25,Pemda,"Jl. Dr. Sutomo No. 92, Bendogerit, Kec. Sananwetan, Kota Blitar",15,1,B,TTK,BTN,868,1087,D
1192A,C,GEDUNG TU DAN KANTOR,2,1990,50000000,319.5,Pemda,"Jl. Dr. Sutomo No. 92, Bendogerit, Kec. Sananwetan, Kota Blitar",15,1,B,TTK,BTN,868,1012,A
1195E,C,BANGUNAN PERPUSTAKAAN,1,1990,96523000,281.2,Pemda,"Jl. Dr. Sutomo No. 92, Bendogerit, Kec. Sananwetan, Kota Blitar",15,1,B,TTK,BTN,868,1051,E
1550F,C,PEMBANGUNAN SARANA AIR BERSIH DAN SANITARY,1,2008,46649000,2856,Pemda,"Jl. Dr. Sutomo No. 92, Bendogerit, Kec. Sananwetan, Kota Blitar",15,1,B,-,BTN,868,1031,F
